Company Name,Address,Phone Number,Latitude,Longitude,Google Place ID,Review Summary,Average Rating,Review Texts,Business Website,Business Status
Hubschmied AG,"St. Jodelweg 26, 3232 Ins, Ins, Bern, Switzerland",+41 32 313 17 32,47.0115845,7.0995088,ChIJv6hELBkOjkcRw69yEiPTdtk,5 reviews,5.0,"Excellent company, very nice and highly competent, motivated employees!",http://www.hubschmied-ag.ch/,OPERATIONAL
Basler & Hofmann AG,"Mythenstrasse 7, CH-6003 Lucerne, Lucerne, Luzern, Switzerland",+41 41 226 10 20,47.0446658,8.3078029,ChIJD4O8Mxv7j0cRIqfpgixepfQ,1 reviews,5.0,They are good 👍 👍 no reminder!!,No website available,OPERATIONAL
Werth AG,"Kernserstrasse 11, CH-6056 Kagiswil, Kagiswil, Obwalden, Switzerland",+41 41 660 16 70,46.9094701,8.2624005,ChIJY5UkGtPzj0cRGAWxOVsJDvM,4 reviews,5.0,"Kari Wallimann and his team are the PV professionals in the canton of Obwalden.
There are experts at; Great company!
Always a good cooperation.",https://www.dachundsolar.ch/,OPERATIONAL
Coutaz SA,"Z.I. Ile d’Epines 24 C.P. 96 1890 Saint-Maurice, Saint-Maurice, Valais, Switzerland",+41 24 485 15 20,46.2048899,7.010927199999999,ChIJwf6W4me5jkcRAFiegDr0204,5 reviews,4.2,220.- to close two taps without replacing the leaking universal hose. But that's because he couldn't; Fast and effective. I recommend.; Very good company with very competent and friendly employees!; An efficient team and top-notch responsiveness; Very competent and very kind.,http://www.coutaz.ch/,OPERATIONAL
Taiga Elements,"Les Aimetteneux 1k 2806 Mettembert, Mettembert, Jura, Switzerland",+41 32 510 05 90,47.3980468,7.302739499999999,ChIJn57SiMvokUcRmmyGxCZI3Xg,No reviews,0.0,,No website available,CLOSED_PERMANENTLY
Luthi Gebaudehullen AG,"Langfeldstrasse 29, 4528 Zuchwil, Zuchwil, Solothurn, Switzerland",+41 32 686 85 11,47.2029758,7.5733237,ChIJz2Ivv9bXkUcRs94rA4PhBqM,5 reviews,5.0,"Great undertaking.
Open, courteous and performance-oriented. Good idea input into the building proje; After storm damage, very quick repair.👍👍👍👍",https://www.gebaeudehuellen.ch/,OPERATIONAL
Stromwerk,"Thurgauerstrasse 66, Postfach 135, 8050 Zurich, Zurich, Zurich, Switzerland",+41 44 3066444,47.4164867,8.554258899999999,ChIJGyKXEZ0KkEcRRbQbd8q4O8I,No reviews,0.0,,http://www.stromwerk.ch/,OPERATIONAL
Solarspar,"Bahnhofstrasse 29, 4450 Sissach, Sissach, Basel-Landschaft, Switzerland",+41 61 205 19 19,47.4624272,7.8150039,ChIJhbaNdyE1kEcR8SvqPv6qEQE,No reviews,0.0,,https://www.solarspar.ch/,OPERATIONAL
Hartmann Solartechnik,"Cunterscher Strass 16, 7240 Kublis, Kublis, Grisons, Switzerland",+41 81 330 51 20,46.9136262,9.7796901,ChIJ8atnMTOuhEcRCPl2msnzsGU,No reviews,0.0,,No website available,OPERATIONAL
Ramseier AG,"Lutzelfluhstrasse, 3452 Grunenmatt, Lutzelfluh, Bern, Switzerland",+41 34 431 22 22,47.0075205,7.7202064,ChIJQeRjKafNj0cR3RH_07rZk2A,2 reviews,3.0,Very friendly and competent team! Best advice!,http://www.ramtech.ch/,OPERATIONAL
Hustech Installations AG,"Industriestrasse 37, 8625 Gossau, Gossau, Zurich, Switzerland",+41 44 936 64 64,47.3034661,8.749924199999999,ChIJQQXvD-W6mkcRTzpB8MCcleE,3 reviews,5.0,absolutely uncomplicated and clean,No website available,OPERATIONAL
Solaire1300 Sarl,"Place de Barboleuse 3 CH - 1882 Gryon, Gryon, Vaud, Switzerland",+41 24 498 17 63,46.2834493,7.071450199999999,ChIJUaNxa7a_jkcRBkjxPa4_2mo,No reviews,0.0,,http://www.solaire1300.ch/,OPERATIONAL
BluEnergy,"Via Porta Piazzetta 2, CH 6537 Grono, Grono, Grisons, Switzerland",+41 76 361 18 81,46.24684600000001,9.1492493,ChIJnWGGmHtFhEcR0yx4cmxI6Rw,1 reviews,5.0,Excellent materials and qualified installers. They did a free inspection of my house and sent me the,http://www.bluenergy.ch/,OPERATIONAL
Societe Mont-Soleil,"Viktoriaplatz 2 3000 Bern 25, Bern, Bern, Switzerland",+41 844 121 123,46.95531159999999,7.4507848,ChIJs-yp5NUGjkcRMFOeNf-NPv4,5 reviews,4.8,"If you walk from St. Imier train station, it will take you between 15-20 minutes to get to the ""Funi; Had a tour of the solar and wind farm on Thursday. It was extremely interesting and educational. The; Nice walk towards the wind turbines
Nice corner; Visited on a rainy day, it is necessarily less captivating 😉; You should definitely plan a tour of the solar and wind farm.",http://www.societe-mont-soleil.ch/,OPERATIONAL
Elektro DAG GmbH,"Obstgartenstrasse 34 8136 Gattikon, Gattikon, Zurich, Switzerland",+41 44 777 81 36,47.2843727,8.550131499999999,ChIJKwNMGHeomkcR5o58hMObGHM,5 reviews,4.8,"Great Electrician , use him all the time , Strongly recommend him; great team, very fair, fast, reliable, solution-oriented, TOP 👍; Perfect support in planning and the work was great. Price/performance is right here.; Problem solved quickly and easily! Thanks",http://www.elektro-dag.ch/,OPERATIONAL
Pfiffner Elektrotechnik GmbH,"Straubstrasse 5, 7323 Wangs, Vilters-Wangs, St. Gallen, Switzerland",+41 81 783 14 14,47.0310488,9.4374954,ChIJUd3ZOCAzm0cRpQkUPmRTXR4,4 reviews,4.75,"Great company, objective, friendly and in a great mood. I can only recommend; A professional who takes care of everything! Thanks for the great facility!",http://www.pfiffner-et.ch/,OPERATIONAL
Max Schupbach AG,"Alpenstrasse 4, CH-3432 Lutzelfluh, Lutzelfluh, Bern, Switzerland",+41 34 460 13 13,47.0060484,7.6837787,ChIJcVh70DrNj0cRwgLJcbLZVsw,3 reviews,5.0,Service is always top notch!! I can recommend it.,https://www.maxschuepbachag.ch/,OPERATIONAL
Roth Solartechnik,"Toggenburgerstrasse 19, 9652 Neu St. Johann, Neu St. Johann, St. Gallen, Switzerland",+41 71 994 34 94,47.2294238,9.1947937,ChIJC1t1iVrXmkcR078HnVuXGuk,5 reviews,5.0,"Good advice. The offer is very revealing. Only to recommend; The system was perfectly planned and the execution was of the best quality.
Great and fast service i; Great advice and a nice, competent team.....thank you very much; From the village for the village. Quality, price performance. Everything's o.k.",http://www.rothsolartechnik.ch/,OPERATIONAL
Solare Datensysteme GmbH,"Andwilerstrasse 32, CH-9200 Gossau SG, Gossau, St. Gallen, Switzerland",+41 71 388 87 82,47.4185668,9.2678763,ChIJ5S74xHupkEcRrEXZ4sMVa7g,5 reviews,2.2,"Attention hidden license costs.
Unfortunately, when buying a SolarLog Base 100, it is not openly com; Service thoughts and zero interest in the customer. An inquiry was made on 08/13/23. After until 30.; Unfortunately, the costs of using a mundane portal are passed on to the installers and customers. Un; It's kind of a shame that apart from taking a little money from your previous reputation, nothing el; As a Berliner who has also gotten to know one or two companies, I was surprised to find such a posit",https://www.solar-log.com/,OPERATIONAL
LF Solutions AG,"Feldbach 1, 8753 Mollis, Glarus, Glarus, Switzerland",+41 55 614 14 44,47.0842415,9.073297,ChIJJ5ag_jEthUcR_CMIGL4p53A,2 reviews,5.0,"LF Solutions professionally planned and built our photovoltaic system. Our solar system has been run; LFS is a very competent and friendly provider. From advice on construction projects to operation, I ",https://www.lfs.gl/,OPERATIONAL
Eicoma AG,"Wydenmooslistrasse 20, 8280 Kreuzlingen, Kreuzlingen, Thurgau, Switzerland",+41 71 671 14 11,47.6359335,9.183306499999999,ChIJLfGv2jvjmkcRPXHC3yY3da0,No reviews,0.0,,http://www.eicoma.ch/,OPERATIONAL
Stamm Bau AG,"Aliothstrasse 63 CH-4144 Arlesheim, Arlesheim, Basel-Landschaft, Switzerland",+41 61 276 64 54,47.5088654,7.6132428,ChIJrQw-7_m4kUcR6I34-wHLMh4,5 reviews,4.2,"Great Workforce. Stamm Bau delivers everything you can think of in a Construction out of one hand. W; Ok; After we already had problems during construction, this continues.

We have been waiting for weeks t; As the owner of a single-family home, we planned to add a roof with the Total Services group, but un; Truly a unique company; do almost everything related to construction, competent and friendly people;",http://www.stamm-bau.ch/,OPERATIONAL
Ruchti Aerni AG,"Moosweg 19, CH-3645 Gwatt/Thun, Gwatt, Bern, Switzerland",+41 33 336 58 44,46.7248178,7.6188579,ChIJ5eFA5YLKkUcR99iMp-CJYFQ,2 reviews,1.0,Service on 10 1-sash windows and 3 2-sash windows and glass replacement 940 mm 180 mm in October 201,https://www.ruchti-aerni.ch/,CLOSED_PERMANENTLY
Sonnbau AG,"Saluferstrasse 7 7000 Chur, Chur, Grisons, Switzerland",+41 78 875 00 73,46.860856,9.532079999999999,ChIJIQyWCZzHhEcR-0GZ-NblvVo,4 reviews,4.75,Great support when looking for an apartment. We met with Aron and he also took the time on the weeke; Top solar systems,http://www.sonnbau.ch/,OPERATIONAL
Heinz Schmid AG,"Wildbachstrasse 12, 8400 Winterthur, Winterthur, Zurich, Switzerland",+41 52 232 36 36,47.4951545,8.731510499999999,ChIJx5-tqJ6ZmkcRSbnzY_BAI9w,5 reviews,5.0,"The best service ever!; Great job from Mr. Ambrosio. Despite a lot of work, my doorbell was quickly repaired in between. He ; Great service, very friendly workers.
For me the best Stromer company; Broken light switch. Heinz Schmid AG called, data was recorded, I was told the appointment would pro; I had a very flexible, prompt and friendly electrician on site. Did more than I expected and had gre",http://www.heinz-schmid.ch/,OPERATIONAL
K.W. Weyermann AG,"Bottigenstrasse 114, CH-3018 Bern, Bern, Bern, Switzerland",+41 31 9921416,46.9379338,7.3799657,ChIJ81Q2GvxvB0ERe19rUz1vNhc,No reviews,0.0,,https://weyermann-k-w.digitalone.site/,OPERATIONAL
Baumann Elektro AG,"Sudstrasse 1, 3110 Munsingen, Munsingen, Bern, Switzerland",+41 31 721 62 27,46.8686487,7.563420199999999,ChIJOZZvw2pKjkcReDlNgAjm52A,5 reviews,2.6,"The worst possible experience, a company that does not deserve to be in SWISS. You will receive a re; Order: Heating renewal 6 REFH in Münsingen and ZEV with neighboring building. The Baumann company pl; The communication from the company is poor, no notification when it was send. Non-response to my ema; This company is very very unprofessional. PLEASE STAY AWAY FROM THIS COMPANY JUST BLA BLA BLA and no; Top advice and very good service!",http://www.baumannelektro.ch/,OPERATIONAL
Bachmann Elektro AG,"Hangertstrasse 5, Postfach 259, 3114 Wichtrach, Wichtrach, Bern, Switzerland",+41 31 780 20 30,46.8431242,7.577212599999999,ChIJpTd1dwBLjkcRqKplGCqOz10,5 reviews,5.0,"Top👍🏼; Is a bit more expensive than average but excellent work can also cost something.; ... very friendly, uncomplicated, quick service (it was a free brief information), I was very please; Fast forwarding and professional. We are always happy to use the services of Bachmann Elektro.",http://www.bachmann-elektro.ch/,OPERATIONAL
Elektro Wyler AG,"General-Guisanstrasse 16-18, 3800 Interlaken, Interlaken, Bern, Switzerland",+41 33 828 10 10,46.6826125,7.855345799999999,ChIJa4lK2pqkj0cR-7SqoEYOG9I,5 reviews,4.4,"In November 2022, Elektro Wyler (in the person of Mr. Siegrist) carried out a complete renovation of; For in-house cabling in an ancient chalet, I received friendly and professional service from the fir; Small cause had a big effect: But Elektro Wyler acted very pragmatically and customer-oriented and q",https://yellow.local.ch/d/UEqaikE8bVNBOHEiWl-zbA,OPERATIONAL
e-nova Solar AG,"Staatsstrasse 12, 3653 Oberhofen, Oberhofen am Thunersee, Bern, Switzerland",+41 33 251 24 37,46.7302,7.669224799999999,ChIJfcCdWQyyj0cRIUxqlhuabQA,No reviews,0.0,,No website available,OPERATIONAL
Ducommun Construction Bois Sarl,"Clos Rognon 5a, 2406 La Brevine, La Brevine, Neuchatel, Switzerland",+41 32 935 11 77,46.9819439,6.6072394,ChIJW-tXpEvqjUcRHgXwEnHoEFM,5 reviews,5.0,,http://ducommunbois.ch/,OPERATIONAL
Eger Energy SA,"Chemin des Mesanges 59, CH-1226 Thonex, Thonex, Geneva, Switzerland",+41 22 348 60 94,46.20048329999999,6.2080005,ChIJ2fwN40RvjEcR9338dd7S13s,No reviews,0.0,,No website available,OPERATIONAL
Photosun,"184 A route de Saint - Julien 1228 - Plan - les - ouates, Plan-les-Ouates, Geneva, Switzerland",+41 22 721 14 18,46.1657103,6.1110859,ChIJ98CLqQx7jEcRAUYb2wUjdVk,5 reviews,4.8,"Excellent service; Great Service!; Very good experience, full support for all procedures and authorization requests. Work done quickly ; We were very satisfied with the performance of the company. The deadlines announced for installation; From the first contact to the completion of the work: TOP CLASS!
No pressurization, attentive to nee",https://www.photosun.ch/,OPERATIONAL
Kuhn AG,"Gewerbestrasse 8, 5034 Suhr, Suhr, Aargau, Switzerland",+41 62 855 50 50,47.3662098,8.084216,ChIJLYqFO1w8kEcRouK7Bau-nNU,4 reviews,5.0,"Great location, immediately accessible from the main road. There are parking spaces directly in fron",https://www.kuhn-ag.ch/,OPERATIONAL
Eco energie a plus AG,"Aarauerstrasse 7, 5040 Schoftland, Schoftland, Aargau, Switzerland",+41 62 739 70 90,47.3108811,8.051004599999999,ChIJRVGE0FqjmkcRCGghXHsVMQo,5 reviews,5.0,"We had the pleasure to first meet Mr Andelic at the EcoEnergy Swiss showroom in Voketswil. Right fro; Together with EcoEnergy Swiss AG, we had a geothermal probe heat pump installed for our family home ; Excellent installation of heat pump and photovoltaic system by Mr. Andelic at EcoEnergySwiss AG

I w; I had the pleasure of meeting their team of professionals who have in-depth knowledge and years of e; Thanks to the EcoEnergy Swiss team. We received professional, very detailed advice for our heating c",http://www.ecoenergyswiss.ch/,OPERATIONAL
Enersol Graf AG,"Guggenbuhlstr. 20, 8355 Aadorf, Aadorf, Thurgau, Switzerland",+49 52 2127116,47.4953005,8.9111081,ChIJ3bgDFXiUmkcRWViH1wWR5ys,No reviews,0.0,,http://www.enersol.ch/,OPERATIONAL
Huber R. Heizungen und Hausinstallationen AG,"Sommerbuel 12, 1716 Plaffeien, Plaffeien, Fribourg, Switzerland",+41 26 419 05 30,46.735103,7.269792600000001,ChIJeax8qyBdjkcRVz8wEpzKyq4,No reviews,0.0,,No website available,OPERATIONAL
Energiecenter Abend GmbH,"Winkelriedstr. 82, CH-8203 Schaffhausen, Schaffhausen, Schaffhausen, Switzerland",+41 52 670 09 62,47.6983571,8.6584033,ChIJfeZu7sOBmkcRAr0M0IT4emc,No reviews,0.0,,https://www.energiecenter-abend.ch/de/kontakt/index.php,OPERATIONAL
AMS Solar Und Warmetechnik,"Ebnetstrasse 110, CH-3982 Bitsch, Bitsch, Valais, Switzerland",+41 27 9272391,46.3429109,8.0220486,ChIJtSDU0Q1vj0cR1MI8ffMQsQc,2 reviews,5.0,,http://www.ams-solar.ch/,OPERATIONAL
Iontec GmbH,"Saumerstrasse 10, 8805 Richterswil, Richterswil, Zurich, Switzerland",+41 43 810 22 48,47.2012828,8.7087234,ChIJFxWnqoyxmkcRU8vtK2nWYgQ,No reviews,0.0,,http://www.iontec.ch/,OPERATIONAL
Elektro Engler AG,"Seebleichestrasse 64, 9404 Rorschacherberg, Rorschacherberg, St. Gallen, Switzerland",+41 71 855 20 60,47.4790078,9.5212983,ChIJ9Xj-W1Aam0cRCizNld-nKsY,5 reviews,5.0,"Good employees!! Flexible thank you!!!; The work is done very well; Excellent service!
Great staff!; Employees are top-notch, both professionally and personally; beautiful place",http://www.elektroengler.ch/,OPERATIONAL
Graf + Magnenat AG,"Murtenstrasse 17, Postfach 39, 3177 Laupen, Laupen, Bern, Switzerland",+41 31 747 84 52,46.9048727,7.2357112,ChIJa8d9XMxqjkcRgAH7xD9X5F4,5 reviews,5.0,"I can warmly recommend Peter Graf, owner and managing director of Graf + Magnenat AG. When talking t; Serious company",http://www.grafsanitaer.ch/,OPERATIONAL
Eusolar Energy,"6528 Camorino (CH), Via In Muntagna 4, Camorino, Ticino, Switzerland",+41 91 252 01 60,46.16501539999999,9.006882200000002,ChIJOXtOknRKhEcRkljxNa3bqww,No reviews,0.0,,https://www.eusolar.ch/en/contacts.html,OPERATIONAL
Zagsolar AG,"Luzernerstrasse 9 CH-6010 Kriens, Kriens, Luzern, Switzerland",+41 41 312 09 40,47.0340486,8.2791301,ChIJs_gp2h37j0cRw95SO3KoXeU,1 reviews,5.0,,http://www.zagsolar.ch/,OPERATIONAL
Roth Installations AG,"Neustrasse 4, 4917 Melchnau, Melchnau, Bern, Switzerland",+41 62 927 19 19,47.1816681,7.852289000000001,ChIJ13O5WtYpkEcRlq7P-nwLTDY,2 reviews,4.0,"They do a very good job, sometimes you have to wait for an appointment. Last time someone came witho",https://roth-melchnau.ch/,OPERATIONAL
Brenner AG,"Poststrasse 46 8274 Tagerwilen, Tagerwilen, Thurgau, Switzerland",+41 71 669 30 55,47.6552377,9.1437653,ChIJvWAOy7_2mkcRDEz_DwmZDeg,5 reviews,5.0,"great service, despite company holidays, after small storm damage on our roof, super friendly employ; Great competence",http://www.brenner-ag.ch/,OPERATIONAL
Elektro Hanseler AG,"Holenbachstrasse 89, 8105 Regensdorf, Regensdorf, Zurich, Switzerland",+41 44 840 33 11,47.4297057,8.4578186,ChIJTYl7Hp8MkEcRj8lEbjeZAx0,5 reviews,5.0,"Fast.
Professionally competent.
Normal prices.; Top service, flexible, competent and friendly! Highly recommended!; Always my pleasure! Always have the right answer for questions big and small! Thanks to the team!; Thank you for the friendly phone call and the extremely flexible commitment.; Planned and executed electrical work in the new warehouse and office building. Great advice and even",http://www.haenseler-ag.ch/,OPERATIONAL
HQ Energie AG,"Olsbergerstrasse 2, 4310 Rheinfelden, Rheinfelden, Aargau, Switzerland",+41 61 922 13 00,47.54568270000001,7.796582300000001,ChIJJ2JBgmfKkUcRr35nKHotpW4,No reviews,0.0,,http://www.hq-energie.ch/,OPERATIONAL
Lumena AG,"Luthernau, CH-6143 Ohmstal, Ohmstal, Luzern, Switzerland",+41 41 984 03 17,47.1515657,7.9620533,ChIJIdxQIO3Yj0cRuUxYDAf0LgU,3 reviews,5.0,"Top service, customer focused",https://lumena-solar.ch/,OPERATIONAL
Belevo AG,"Lihrenmoos 1, 6122 Menznau, Menznau, Luzern, Switzerland",+41 41 494 04 04,47.0810482,8.043218399999999,ChIJ9YA299zdj0cRHp66QeSvGqE,5 reviews,5.0,"Top; Reliable, friendly, competent and everything was done quickly. Top 👍; They did a GREAT job. We also have very well-trained apprentices. Price/performance perfect. Is high; Friendly and professional team.; Young, dynamic and innovative.",http://www.belevo.ch/,OPERATIONAL
Infrasolar Sarl,"Chemin des Aulnes 1 - 2400 Le Locle, Le Locle, Neuchatel, Switzerland",+41 32 931 85 05,47.06262539999999,6.764797300000001,ChIJuXaOXXnljUcRzI5-vXd1KNw,No reviews,0.0,,http://www.infrasolar.org/,OPERATIONAL
A. Kuster AG,"Zihlstrasse 11, 8575 Burglen, Thurgau, Burglen, Thurgau, Switzerland",+41 71 633 36 36,47.5538993,9.148791000000001,ChIJLflKDtfvmkcR1Vmvr_hSykM,5 reviews,3.6,"We sent a request for an offer on behalf of a customer in May 2023. Unfortunately, we have not recei; Very clean and competent work. In particular, the installation of the photovoltaic system, including; A. Kuster AG has already carried out flat roofs and photovoltaic systems for us in several projects.; We were able to realize a project together with the company A. Kuster AG. Good planning and serious ; Incredible operational management. Chaos reigns in the office and administration.
Appointments and w",http://www.a-kuster.ch/,OPERATIONAL
Soltop Schuppisser AG,"St. Gallerstrasse 3 + 5a, 8353 Elgg, Elgg, Zurich, Switzerland",+41 52 3977777,47.4976531,8.865876499999999,ChIJKxXfWKyWmkcRBeRGqAgWzMg,5 reviews,4.2,"Extremely uncomplicated. On time, clean offer and billed below the offer price.
Unfortunately we no ; Our system is now about ten years old and runs perfectly. The contact to reorder antifreeze very cou; The customer service is really great, friendly, helpful even for non-customers, thank you! With this; We want to implement a PV system on our 3-family house in Masein. We submitted detailed and complete; Not all of our solar panels worked, but Soltop solved the problem very accommodatingly and sympathet",https://www.soltop-energie.ch/,OPERATIONAL
Dubach Holzbau AG,"Bernstrasse 11 6152 Huswil, Huswil, Luzern, Switzerland",+41 41 988 13 46,47.12942450000001,7.9104331,ChIJ8QRZJ8_Zj0cRANHzCfHpVMk,5 reviews,5.0,"Great company! very competent! I can only recommend.; Guys. Unload very quickly, Parking for 1 car. The staff is very polite. Good luck to all; Recommended both as an employer and as a construction partner (2019 uncomplicated, quick and beautif; Mr. Graber is a very friendly carpenter👌🏻",http://www.dubachholzbau.ch/,OPERATIONAL
Mons Solar GmbH,"Gewerbestrasse 3, CH-9444 Diepoldsau, Diepoldsau, St. Gallen, Switzerland",+41 71 775 89 00,47.3966287,9.6525635,ChIJ5yiiTssVm0cRbVT39g4MmLI,5 reviews,5.0,"Amazing service!; Top!; Very good instruction by Mr Metzler.; Excellent service! I was pleasantly surprised with the service!
My heat pump is working wonderfully.; I decided to install a heat pump, had checked 3 different companies and had the least feeling of unc",http://www.monssolar.ch/,OPERATIONAL
Ackermann Gebaudehullen GmbH,"Im Fennen 8, 8867 Niederurnen, Niederurnen, Glarus, Switzerland",+41 55 610 10 10,47.134083,9.0433624,ChIJ0fDDBYPNmkcRdK-4qthTOm0,5 reviews,4.2,"Top; Good roofing team, fast service 👍👍; Reliable, high quality work. Price is right for the services.
Long-term employees.; The boss is very unfriendly; 👍 Great",http://www.ackermann-gebäudehüllen.ch/,OPERATIONAL
Jaeggi Gmunder Energietechnik AG,"St.Gallerstrasse 5a, CH-8353 Elgg, Elgg, Zurich, Switzerland",+41 52 368 68 50,47.49763429999999,8.866672399999999,ChIJb4WGi6yWmkcRk-RPhy9oPYE,5 reviews,4.4,"I had a photovoltaic system installed by JGE and have been extremely satisfied so far. From the offe; Job well done!
Unfortunately, the fitter used the toilet without asking any questions and you have t; Very professional, always friendly and a great deal of specialist knowledge, which is also conveyed ; Simply great!",http://www.jge.ch/,OPERATIONAL
G&O sunsolutions GmbH,"Gewerbepark 11, 9615 Dietfurt, Dietfurt, St. Gallen, Switzerland",+41 71 931 31 41,47.3447171,9.081110899999999,ChIJLynZvQzDmkcRbWjUQdkxliw,5 reviews,4.6,"Husqvarna specialist workshop. extremely helpful, competent and extremely friendly. I can only recom; Top service and workshop unbelievable, this order and cleanliness owner very friendly and helpful. I; Simply a super shop with good advice and very friendly; Motor mowers and chainsaws are used for almost everything in gardening and forestry work; Friendly service
Good service",http://www.sonderegger-motorgeraete.ch/,OPERATIONAL
Boller AG Frick,"Unterer Rainweg 33A, 5070 Frick, Frick, Aargau, Switzerland",+41 62 865 80 90,47.50107920000001,8.012300699999999,ChIJI9ro-OhHkEcRDClAyMxfqeg,2 reviews,5.0,,http://www.boeller-holzbau.ch/,OPERATIONAL
Solar-Werkstatt AG,"Alte Obfelderstrasse 68, CH-8910 Affoltern am Albis, Affoltern am Albis, Zurich, Switzerland",+41 44 740 40 30,47.2741724,8.4384831,ChIJhdtok2oGkEcRA4Ri-_uyVq4,3 reviews,5.0,Our two solar systems provide electricity almost every day. After more than 10 years we have never h,http://www.solar-werkstatt.ch/,OPERATIONAL
Wesba AG,"Dorfstrasse 5, CH-6275 Ballwil, Ballwil, Luzern, Switzerland",+41 41 449 00 60,47.153038,8.3187476,ChIJz3bvrfMDkEcROGLZo4VWbBk,5 reviews,4.4,"Great service, competent employees!; We received competent advice on our house renovation. Wesba was very flexible and always willing to ; Heating was installed well.👍🏼",http://www.wesba.ch/,OPERATIONAL
Romande-Energie,"Rue de Lausanne 53, 1110 Morges, Morges, Vaud, Switzerland",+41 848 802555,46.5170191,6.507778399999999,ChIJEanCdiM3jEcRo6qwAGbMSOY,5 reviews,3.4,"Very big company but very pleasant and very professional staff. They didn't lost connection with cus; Welcome to the Soviet Union.; As a regular customer, I am delighted to say that Romande Energie has consistently exceeded my expec; Abused increases in the price of electricity because of all these electric vehicles (bicycles, cars ; Very good understanding of the online advisor who listens and is very accommodating regarding paymen",https://www.romande-energie.ch/?utm_source=google&utm_medium=seo&utm_campaign=gmb,OPERATIONAL
Sol-Oekotech,"Liestalerstr. 7, 4412 Nuglar, Nuglar-St. Pantaleon, Solothurn, Switzerland",+41 61 9119582,47.4708557,7.6941238,ChIJh6A1_IPJkUcRj0l0scNu3iM,No reviews,0.0,,http://www.meistersolar.ch/,OPERATIONAL
Brighthouse AG,"Alte Landstrasse 3, 5643 Sins, Sins, Aargau, Switzerland",+41 41 789 73 30,47.1863006,8.3989867,ChIJZ8ikzHsBkEcRRDJtiIZlAhw,2 reviews,5.0,Top advice on photovoltaics,http://www.brighthouse.ch/,OPERATIONAL
AULUX Energietechnik GmbH,"Ruteli 19, CH-8762 Schwanden, Schwanden, Glarus, Switzerland",+41 55 644 3790,46.9969388,9.0709029,ChIJ2ycT-pEuhUcRficPutcj16A,No reviews,0.0,,http://aulux.ch/,OPERATIONAL
Si-Ren SA,"Rue du Grand-Chene 8, CH-1003 Lausanne, Lausanne, Vaud, Switzerland",+41 21 315 83 10,46.5199025,6.631018099999999,ChIJhy4awmrajUcROCaKbMC-rAw,1 reviews,5.0,,http://www.si-ren.ch/,OPERATIONAL
RESiQ AG,"Lorraine 7, CH-3400 Burgdorf, Burgdorf, Bern, Switzerland",+41 34 415 00 00,47.0615219,7.632626899999999,ChIJ42AKQaEtjkcRLkDGixMOnJI,5 reviews,5.0,"We had our solar system planned and implemented by Resiq AG and are extremely satisfied. Everything ; We have had 2 solar systems installed on our works with the company Resiq AG. We are very satisfied ; We planned and implemented our solar systems with the company Resiq AG. We are absolutely satisfied ; Solar professionals, top team, huge project experience 👍 highly recommended. In addition, PRIOT expe; We had Resiq install an in-roof solar system on our gable roof. The advice and execution was highly ",http://www.resiq.ch/,OPERATIONAL
ES Elektro Seftigen AG,"Oberdorfstrasse 9, 3662 Seftigen, Seftigen, Bern, Switzerland",+41 33 345 11 47,46.7880335,7.5405621,ChIJZW8DHuJNjkcRtKinS9_TLXI,5 reviews,3.8,"The customer service was very friendly and quick; I would like to praise Lars Horst! He did a top job for me personally... I had an emergency in the r; good job done Invoice for 40-45 min work was charged 3h15 and cost over 400.-.
After a complaint, it; Trustworthy company with great employees. Correct invoicing of the work carried out.
I will always c; The billing for the work carried out was not correct. Seven hours were charged too much, but this wa",https://www.elektro-seftigen.ch/,OPERATIONAL
Log Home AG,"Landstrasse 1, 6418 Rothenthurm, Rothenthurm, Schwyz, Switzerland",+41 41 838 04 00,47.1000244,8.673302,ChIJn8RQa2pNhUcRvro-rBnGMJ4,No reviews,0.0,,https://www.log-home.ch/,OPERATIONAL
Velte Solartechnik GmbH,"Rinkenbach 39, Appenzell 9050, Appenzell, Appenzell Innerrhoden, Switzerland",+41788886093,47.3317482,9.397785599999999,ChIJK_v5WdYhm0cRIWjGs-1df_g,2 reviews,5.0,Very clean work. Service professional and friendly.,https://www.velte-solartechnik.ch/,OPERATIONAL
Altenburger Elektro Service,"Breitestrasse 10, 8472 Seuzach, Seuzach, Zurich, Switzerland",+41 52 202 29 59,47.5351839,8.7311895,ChIJ1VNvTLGbmkcRQPLeeIOB0ks,No reviews,0.0,,No website available,OPERATIONAL
EBM,"Weidenstrasse 27, CH 4142 Munchenstein, Munchenstein, Basel-Landschaft, Switzerland",+41 61 415 41 41,47.5142211,7.616789199999999,ChIJCY_vZf-3kUcR-hveHgDtDME,No reviews,0.0,,No website available,OPERATIONAL
Systema Solis GmbH,"Schutzengasse 4, 8001 Zurich, Zurich, Zurich, Switzerland",+41 71 223 55 00,47.3763326,8.540392299999999,ChIJhS2V1AcKkEcR4mlSW7OuiHQ,5 reviews,2.6,"Despite the current delivery difficulties, our P.V. System installed (almost) on time. One of the re; Despite delivery difficulties, our system was installed professionally and runs without problems. Th; Unfortunately, Systema Solis GmbH only offers PV systems as a flat rate. Details on products and ser; The advice was promising. We signed the contract and then nothing worked. This company doesn't meet ; Nerve-wracking cooperation.. but after 12 months we had reached our goal.

The boiler control was on",http://www.systema-solis.ch/,OPERATIONAL
